time,sat_indices,target_indices,signal,noise,snr
2024-01-01 12:00:00+00:00,7,5,145.9058623954668,19.98299987926297,7.301499438374027
2024-01-01 12:00:00+00:00,7,6,225.53770018653046,19.98299987926297,11.286478584257937
2024-01-01 12:00:00+00:00,7,7,7.271151391061963,19.98299987926297,0.3638668585795009
2024-01-01 12:00:00+00:00,7,8,849.4683989567243,19.98299987926297,42.50955332478615
2024-01-01 12:00:00+00:00,7,9,54.05003568117719,19.98299987926297,2.7048008811363067
2024-01-01 12:00:00+00:00,8,0,1841.7724456644287,19.98299987926297,92.16696475966543
2024-01-01 12:00:00+00:00,8,1,3008.1118974278943,19.98299987926297,150.53354929704588
2024-01-01 12:00:00+00:00,8,2,689.5858025888449,19.98299987926297,34.508622667032654
2024-01-01 12:00:00+00:00,8,3,8498.434929705048,19.98299987926297,425.2832398064597
2024-01-01 12:00:00+00:00,8,4,2306.9370043231593,19.98299987926297,115.44497914535572
2024-01-01 12:00:00+00:00,8,5,2853.007999525475,19.98299987926297,142.7717568314724
2024-01-01 12:00:00+00:00,8,6,3729.9091528570807,19.98299987926297,186.65411476720934
2024-01-01 12:00:00+00:00,8,7,673.654054702386,19.98299987926297,33.711357592583454
2024-01-01 12:00:00+00:00,8,8,3399.608802234968,19.98299987926297,170.12504742908277
2024-01-01 12:00:00+00:00,8,9,2001.4061640230511,19.98299987926297,100.15544093056707
2024-01-01 12:00:00+00:00,9,0,2162.146905177353,19.98299987926297,108.19931533008142
2024-01-01 12:00:00+00:00,9,1,14991.734005464026,19.98299987926297,750.2243955384023
2024-01-01 12:00:00+00:00,9,2,3003.6422869375133,19.98299987926297,150.30987865112755
2024-01-01 12:00:00+00:00,9,3,9710.039653559796,19.98299987926297,485.91501337275344
2024-01-01 12:00:00+00:00,9,4,17481.51783226147,19.98299987926297,874.819493463673
2024-01-01 12:00:00+00:00,9,5,12197.064690331565,19.98299987926297,610.3720544475841
2024-01-01 12:00:00+00:00,9,6,15207.475382489994,19.98299987926297,761.0206412637425
2024-01-01 12:00:00+00:00,9,7,9921.306066441091,19.98299987926297,496.4873205417353
2024-01-01 12:00:00+00:00,9,8,4118.317127794139,19.98299987926297,206.0910350136095
2024-01-01 12:00:00+00:00,9,9,14705.509021258966,19.98299987926297,735.9009713311046
2024-01-01 12:00:00+00:00,10,0,2859.306738968635,19.98299987926297,143.08696172969672
2024-01-01 12:00:00+00:00,10,1,10757.496590279654,19.98299987926297,538.3324153168348
2024-01-01 12:00:00+00:00,10,2,20596.055162296998,19.98299987926297,1030.6788413520542
2024-01-01 12:00:00+00:00,10,3,7257.209895864252,19.98299987926297,363.1691907977892
2024-01-01 12:00:00+00:00,10,4,10981.97936340129,19.98299987926297,549.5661026749872
2024-01-01 12:00:00+00:00,10,5,12513.457466394357,19.98299987926297,626.2051514787823
2024-01-01 12:00:00+00:00,10,6,8071.508345962087,19.98299987926297,403.9187506745753
2024-01-01 12:00:00+00:00,10,7,16121.055770557916,19.98299987926297,806.7385211410264
2024-01-01 12:00:00+00:00,10,8,4912.225091412984,19.98299987926297,245.8202032273725
2024-01-01 12:00:00+00:00,10,9,8349.200289387592,19.98299987926297,417.81515987756364
2024-01-01 12:00:00+00:00,11,0,8563.420447854993,34.611571078526204,247.41495924661828
2024-01-01 12:00:00+00:00,11,1,3857.9174323966845,34.611571078526204,111.46322782181429
2024-01-01 12:00:00+00:00,11,2,2021.3871209532201,34.611571078526204,58.40206202622608
2024-01-01 12:00:00+00:00,11,3,11234.907545776667,34.611571078526204,324.59975654636077
2024-01-01 12:00:00+00:00,11,4,2808.8344228145556,34.611571078526204,81.15304608513479
2024-01-01 12:00:00+00:00,11,5,4023.3526004221985,34.611571078526204,116.24299259037036
2024-01-01 12:00:00+00:00,11,6,4103.220484674726,34.611571078526204,118.55054124429667
2024-01-01 12:00:00+00:00,11,7,286.70786819524983,34.611571078526204,8.283584340761978
2024-01-01 12:00:00+00:00,11,8,11369.240416906941,34.611571078526204,328.48091151691966
2024-01-01 12:00:00+00:00,11,9,2292.314652613185,34.611571078526204,66.22971974928316
2024-01-01 12:00:00+00:00,12,0,5726.031156662707,34.611571078526204,165.4369038513616
2024-01-01 12:00:00+00:00,12,1,1667.3441476389912,34.611571078526204,48.17302698730856
2024-01-01 12:00:00+00:00,12,2,1324.198223467061,34.611571078526204,38.25883027565378
2024-01-01 12:00:00+00:00,12,3,8002.986715407663,34.611571078526204,231.22286755636168
2024-01-01 12:00:00+00:00,12,4,1136.763225957537,34.611571078526204,32.843444851967746
2024-01-01 12:00:00+00:00,12,5,2006.5796403024765,34.611571078526204,57.97424323068084
2024-01-01 12:00:00+00:00,12,6,1181.0780051532465,34.611571078526204,34.12379063850164
2024-01-01 12:00:00+00:00,12,7,420.44121559114484,34.611571078526204,12.147417828484418
2024-01-01 12:00:00+00:00,12,8,6632.790796197456,34.611571078526204,191.63506854829217
2024-01-01 12:00:00+00:00,12,9,533.8428959168713,34.611571078526204,15.423827329470155
2024-01-01 12:00:00+00:00,13,0,12044.82707794154,34.611571078526204,348.00000989884046
2024-01-01 12:00:00+00:00,13,1,23794.679451147505,34.611571078526204,687.4775894212517
2024-01-01 12:00:00+00:00,13,2,4207.529566602004,34.611571078526204,121.56424673864197
2024-01-01 12:00:00+00:00,13,3,53556.68795143523,34.611571078526204,1547.3636787514395
2024-01-01 12:00:00+00:00,13,4,17195.69378379615,34.611571078526204,496.819221086001
2024-01-01 12:00:00+00:00,13,5,20133.763511732057,34.611571078526204,581.7061428980754
2024-01-01 12:00:00+00:00,13,6,24974.550082165122,34.611571078526204,721.5664965194225
2024-01-01 12:00:00+00:00,13,7,3203.059702239463,34.611571078526204,92.54303120110932
2024-01-01 12:00:00+00:00,13,8,9059.025422242585,34.611571078526204,261.7340137981488
2024-01-01 12:00:00+00:00,13,9,11179.853727299558,34.611571078526204,323.00913766482535
2024-01-01 12:00:00+00:00,14,0,9338.42397636158,34.611571078526204,269.8064169111164
2024-01-01 12:00:00+00:00,14,1,588356.6586913018,34.611571078526204,16998.84288281648
2024-01-01 12:00:00+00:00,14,2,11763.13440136313,34.611571078526204,339.8613248348395
2024-01-01 12:00:00+00:00,14,3,113710.82546832264,34.611571078526204,3285.3413446716204
2024-01-01 12:00:00+00:00,14,4,1115219.8812186744,34.611571078526204,32221.012986913553
2024-01-01 12:00:00+00:00,14,5,466924.6264240225,34.611571078526204,13490.419876193168
2024-01-01 12:00:00+00:00,14,6,266035.32147693046,34.611571078526204,7686.311634723358
2024-01-01 12:00:00+00:00,14,7,21489.394304126574,34.611571078526204,620.873125215026
2024-01-01 12:00:00+00:00,14,8,27012.57273899975,34.611571078526204,780.4491936443461
2024-01-01 12:00:00+00:00,14,9,208746.91663567722,34.611571078526204,6031.130923299477
2024-01-01 12:00:00+00:00,15,0,9930.892075002246,34.611571078526204,286.9240478125419
2024-01-01 12:00:00+00:00,15,1,51570.79879919166,34.611571078526204,1489.9872265892993
2024-01-01 12:00:00+00:00,15,2,4385.726079965124,34.611571078526204,126.7127132141692
2024-01-01 12:00:00+00:00,15,3,158240.34879125826,34.611571078526204,4571.891533968365
2024-01-01 12:00:00+00:00,15,4,29768.635419484875,34.611571078526204,860.0775547560742
2024-01-01 12:00:00+00:00,15,5,40302.80748744554,34.611571078526204,1164.4316114979915
2024-01-01 12:00:00+00:00,15,6,65255.92099802187,34.611571078526204,1885.378761049888
2024-01-01 12:00:00+00:00,15,7,3431.7069496218896,34.611571078526204,99.14912391107833
2024-01-01 12:00:00+00:00,15,8,15075.530605459811,34.611571078526204,435.56331410835634
2024-01-01 12:00:00+00:00,15,9,18404.13815307,34.611571078526204,531.7336826841802
2024-01-01 12:00:00+00:00,16,0,14792.79880125659,34.611571078526204,427.3946064943112
2024-01-01 12:00:00+00:00,16,1,36528.253848358276,34.611571078526204,1055.3769363859135
2024-01-01 12:00:00+00:00,16,2,12836.326948315647,34.611571078526204,370.86808105857966
2024-01-01 12:00:00+00:00,16,3,32939.19728415341,34.611571078526204,951.6816560976519
2024-01-01 12:00:00+00:00,16,4,34385.87340067595,34.611571078526204,993.4791264650138
2024-01-01 12:00:00+00:00,16,5,31202.600096354625,34.611571078526204,901.5077652950986
2024-01-01 12:00:00+00:00,16,6,28559.725271353756,34.611571078526204,825.1496358416637
2024-01-01 12:00:00+00:00,16,7,8958.968840124602,34.611571078526204,258.84317183402715
2024-01-01 12:00:00+00:00,16,8,8588.988483185272,34.611571078526204,248.15367276159486
2024-01-01 12:00:00+00:00,16,9,18009.879366201563,34.611571078526204,520.3427294687382
2024-01-01 12:00:00+00:00,17,0,28844.251136768955,34.611571078526204,833.3701776012293
2024-01-01 12:00:00+00:00,17,1,11536.629796480556,34.611571078526204,333.31713750602154
2024-01-01 12:00:00+00:00,17,2,7973.219995154926,34.611571078526204,230.362845334741
2024-01-01 12:00:00+00:00,17,3,16600.909324315053,34.611571078526204,479.634665720639
2024-01-01 12:00:00+00:00,17,4,9387.738392408746,34.611571078526204,271.2312125650115
2024-01-01 12:00:00+00:00,17,5,12038.919923046327,34.611571078526204,347.82933995491305
2024-01-01 12:00:00+00:00,17,6,9571.78028334108,34.611571078526204,276.548564109522
2024-01-01 12:00:00+00:00,17,7,2887.009583853076,34.611571078526204,83.41168845826365
2024-01-01 12:00:00+00:00,17,8,6130.856199958952,34.611571078526204,177.1331381071769
2024-01-01 12:00:00+00:00,17,9,6298.256797810479,34.611571078526204,181.96968821557076
2024-01-01 12:00:00+00:00,18,0,11093.67052017494,34.611571078526204,320.5191262484384
2024-01-01 12:00:00+00:00,18,1,42472.6022509363,34.611571078526204,1227.121477802181
2024-01-01 12:00:00+00:00,18,2,5912.163293800558,34.611571078526204,170.8146469395201
2024-01-01 12:00:00+00:00,18,3,490434.10497580416,34.611571078526204,14169.65742072542
2024-01-01 12:00:00+00:00,18,4,2920.6113386455304,34.611571078526204,84.3825127735257
2024-01-01 12:00:00+00:00,18,5,130769.62386783001,34.611571078526204,3778.205374472655
2024-01-01 12:00:00+00:00,18,6,110929.87802775223,34.611571078526204,3204.9940112824183
2024-01-01 12:00:00+00:00,18,7,1083.8302266859334,34.611571078526204,31.3141008313941
2024-01-01 12:00:00+00:00,18,8,24837.469611075958,34.611571078526204,717.6059576933126
2024-01-01 12:00:00+00:00,18,9,17288.249153883087,34.611571078526204,499.49333749282204
2024-01-01 12:00:00+00:00,19,0,11137.862189570893,34.611571078526204,321.7959151377868
2024-01-01 12:00:00+00:00,19,1,353046.3271999657,34.611571078526204,10200.23986773035
2024-01-01 12:00:00+00:00,19,2,6701.731740344567,34.611571078526204,193.6269152631003
2024-01-01 12:00:00+00:00,19,3,340518.1213698569,34.611571078526204,9838.274044171372
2024-01-01 12:00:00+00:00,19,4,31193.7738036572,34.611571078526204,901.2527554119183
2024-01-01 12:00:00+00:00,19,5,285925.6925224428,34.611571078526204,8260.98566498871
2024-01-01 12:00:00+00:00,19,6,193093.32145734117,34.611571078526204,5578.8661259916225
2024-01-01 12:00:00+00:00,19,7,2139.6167158468284,34.611571078526204,61.817959982010024
2024-01-01 12:00:00+00:00,19,8,23370.955974755463,34.611571078526204,675.2353402777295
2024-01-01 12:00:00+00:00,19,9,31541.711930333266,34.611571078526204,911.305408782858
2024-01-01 12:00:00+00:00,20,0,10277.52782521146,34.611571078526204,296.939072828967
2024-01-01 12:00:00+00:00,20,1,179854.2534059113,34.611571078526204,5196.3620200267915
2024-01-01 12:00:00+00:00,20,2,5742.742366194829,34.611571078526204,165.9197253186162
2024-01-01 12:00:00+00:00,20,3,551067.9972794146,34.611571078526204,15921.496196435577
2024-01-01 12:00:00+00:00,20,4,9289.01572566525,34.611571078526204,268.3789101797914
2024-01-01 12:00:00+00:00,20,5,205566.4313711995,34.611571078526204,5939.240114377169
2024-01-01 12:00:00+00:00,20,6,258937.94465360456,34.611571078526204,7481.253713277854
2024-01-01 12:00:00+00:00,20,7,2076.3281707712536,34.611571078526204,59.98942278755599
2024-01-01 12:00:00+00:00,20,8,25541.7750478812,34.611571078526204,737.9548010095356
2024-01-01 12:00:00+00:00,20,9,24310.378476928825,34.611571078526204,702.3772027503118
2024-01-01 12:00:00+00:00,21,0,10733.081109428758,34.611571078526204,310.10095106858074
2024-01-01 12:00:00+00:00,21,1,1067048.9710109623,34.611571078526204,30829.255585944302
2024-01-01 12:00:00+00:00,21,2,9139.19837666412,34.611571078526204,264.05037656133106
2024-01-01 12:00:00+00:00,21,3,190374.3982794748,34.611571078526204,5500.3108020597
2024-01-01 12:00:00+00:00,21,4,472720.2469524904,34.611571078526204,13657.867361177854
2024-01-01 12:00:00+00:00,21,5,907757.6572323237,34.611571078526204,26226.99949600141
2024-01-01 12:00:00+00:00,21,6,240252.3880739741,34.611571078526204,6941.38926918091
2024-01-01 12:00:00+00:00,21,7,3413.710714285565,34.611571078526204,98.62917538590173
2024-01-01 12:00:00+00:00,21,8,25942.98102076329,34.611571078526204,749.546472822752
2024-01-01 12:00:00+00:00,21,9,73599.73773958189,34.611571078526204,2126.4489142258217
2024-01-01 12:00:00+00:00,22,0,8586.602107575285,34.611571078526204,248.0847254259026
2024-01-01 12:00:00+00:00,22,1,1801748.6167082079,34.611571078526204,52056.2505706669
2024-01-01 12:00:00+00:00,22,2,7993.121290027419,34.611571078526204,230.93783497700082
2024-01-01 12:00:00+00:00,22,3,195236.48330306445,34.611571078526204,5640.786512120901
2024-01-01 12:00:00+00:00,22,4,4524722.921528136,34.611571078526204,130728.61995378695
2024-01-01 12:00:00+00:00,22,5,916534.0731969802,34.611571078526204,26480.56833703277
2024-01-01 12:00:00+00:00,22,6,1130107.0002164233,34.611571078526204,32651.132699306072
2024-01-01 12:00:00+00:00,22,7,8550.710446236335,34.611571078526204,247.04774096606633
2024-01-01 12:00:00+00:00,22,8,35631.897693923056,34.611571078526204,1029.4793499284372
2024-01-01 12:00:00+00:00,22,9,571442.383932148,34.611571078526204,16510.154440423066
2024-01-01 12:00:10+00:00,0,0,3026.2980569908195,19.98299987926297,151.4436308500062
2024-01-01 12:00:10+00:00,0,1,35495.82614928559,19.98299987926297,1776.3011741856037
2024-01-01 12:00:10+00:00,0,2,1800.2197401844096,19.98299987926297,90.08756198074936
2024-01-01 12:00:10+00:00,0,3,163968.3110447012,19.98299987926297,8205.390183425694
2024-01-01 12:00:10+00:00,0,4,7553.28099511871,19.98299987926297,377.98533957641683
2024-01-01 12:00:10+00:00,0,5,43273.13867913804,19.98299987926297,2165.4976200066953
2024-01-01 12:00:10+00:00,0,6,47280.72124777269,19.98299987926297,2366.0472168063957
2024-01-01 12:00:10+00:00,0,7,150.12864830724718,19.98299987926297,7.5128183563189985
2024-01-01 12:00:10+00:00,0,8,14832.316943639893,19.98299987926297,742.2467614100267
2024-01-01 12:00:10+00:00,0,9,2386.439599888075,19.98299987926297,119.4234906824257
2024-01-01 12:00:10+00:00,1,0,3080.9777278275187,19.98299987926297,154.179940271368
2024-01-01 12:00:10+00:00,1,1,687213.902845711,19.98299987926297,34389.92678766194
2024-01-01 12:00:10+00:00,1,2,2607.842683855883,19.98299987926297,130.503062583818
2024-01-01 12:00:10+00:00,1,3,71281.72044316462,19.98299987926297,3567.1180940723552
2024-01-01 12:00:10+00:00,1,4,1681846.2397005756,19.98299987926297,84163.8517671155
2024-01-01 12:00:10+00:00,1,5,200921.7170210738,19.98299987926297,10054.632349248874
2024-01-01 12:00:10+00:00,1,6,316642.12262938614,19.98299987926297,15845.574965847662
2024-01-01 12:00:10+00:00,1,7,2643.813701144777,19.98299987926297,132.30314352793204
2024-01-01 12:00:10+00:00,1,8,9559.785266795285,19.98299987926297,478.3959027451026
2024-01-01 12:00:10+00:00,1,9,66410.00651907868,19.98299987926297,3323.325172412906
2024-01-01 12:00:10+00:00,2,0,3356.4575372708714,19.98299987926297,167.96564867890433
2024-01-01 12:00:10+00:00,2,1,272818.7213841665,19.98299987926297,13652.540811316307
2024-01-01 12:00:10+00:00,2,2,3182.2671009298483,19.98299987926297,159.2487174176583
2024-01-01 12:00:10+00:00,2,3,56622.932532377185,19.98299987926297,2833.5551656153843
2024-01-01 12:00:10+00:00,2,4,148655.06640324282,19.98299987926297,7439.076580163881
2024-01-01 12:00:10+00:00,2,5,593554.1513024935,19.98299987926297,29702.95525640495
2024-01-01 12:00:10+00:00,2,6,76584.5002081333,19.98299987926297,3832.4826437900147
2024-01-01 12:00:10+00:00,2,7,590.7665934738166,19.98299987926297,29.56345879213435
2024-01-01 12:00:10+00:00,2,8,10454.595375357881,19.98299987926297,523.1744702259127
2024-01-01 12:00:10+00:00,2,9,31619.51536195992,19.98299987926297,1582.3207502879761
2024-01-01 12:00:10+00:00,3,0,1841.9038528888418,19.98299987926297,92.17354071048398
2024-01-01 12:00:10+00:00,3,1,3011.0549660726424,19.98299987926297,150.68082791699936
2024-01-01 12:00:10+00:00,3,2,689.8759960517584,19.98299987926297,34.523144683980405
2024-01-01 12:00:10+00:00,3,3,8497.71149000287,19.98299987926297,425.2470370487882
2024-01-01 12:00:10+00:00,3,4,2309.749186930912,19.98299987926297,115.58570789603098
2024-01-01 12:00:10+00:00,3,5,2855.084376964371,19.98299987926297,142.87566402515913
2024-01-01 12:00:10+00:00,3,6,3734.2576238028196,19.98299987926297,186.87172328304842
2024-01-01 12:00:10+00:00,3,7,674.4949693766265,19.98299987926297,33.753439095827275
2024-01-01 12:00:10+00:00,3,8,3398.06737321698,19.98299987926297,170.04791041125253
2024-01-01 12:00:10+00:00,3,9,2004.3170758269855,19.98299987926297,100.30111034064173
2024-01-01 12:00:10+00:00,4,0,1920.503027718034,19.98299987926297,96.10684278244952
2024-01-01 12:00:10+00:00,4,1,8215.155842916785,19.98299987926297,411.10723577804396
2024-01-01 12:00:10+00:00,4,2,1227.6420726379836,19.98299987926297,61.43432317746991
2024-01-01 12:00:10+00:00,4,3,10366.132859667552,19.98299987926297,518.7475815593051
2024-01-01 12:00:10+00:00,4,4,7717.6951151791745,19.98299987926297,386.2130391737672
2024-01-01 12:00:10+00:00,4,5,6656.625930695374,19.98299987926297,333.11444582468215
2024-01-01 12:00:10+00:00,4,6,10732.217213604536,19.98299987926297,537.0673711879325
2024-01-01 12:00:10+00:00,4,7,2317.02548413068,19.98299987926297,115.94983226393026
2024-01-01 12:00:10+00:00,4,8,3811.0943373594564,19.98299987926297,190.71682732252614
2024-01-01 12:00:10+00:00,4,9,7275.520016722669,19.98299987926297,364.08547568839856
2024-01-01 12:00:10+00:00,5,0,2447.1272561403066,19.98299987926297,122.46045493298395
2024-01-01 12:00:10+00:00,5,1,15943.587121695333,19.98299987926297,797.8575398101527
2024-01-01 12:00:10+00:00,5,2,7432.913494702234,19.98299987926297,371.9618445484563
2024-01-01 12:00:10+00:00,5,3,8669.189860027356,19.98299987926297,433.82824963251215
2024-01-01 12:00:10+00:00,5,4,19060.24961210089,19.98299987926297,953.8232361138306
2024-01-01 12:00:10+00:00,5,5,14907.608695732511,19.98299987926297,746.0145516591149
2024-01-01 12:00:10+00:00,5,6,13116.095699165156,19.98299987926297,656.3626972132532
2024-01-01 12:00:10+00:00,5,7,27899.467887956722,19.98299987926297,1396.1601389443504
2024-01-01 12:00:10+00:00,5,8,4423.34124581329,19.98299987926297,221.3552155601792
2024-01-01 12:00:10+00:00,5,9,14526.524286024523,19.98299987926297,726.9441211926937
2024-01-01 12:00:10+00:00,6,0,3077.7140074650033,19.98299987926297,154.01661542613783
2024-01-01 12:00:10+00:00,6,1,5513.233019444153,19.98299987926297,275.8961643774727
2024-01-01 12:00:10+00:00,6,2,5663.097766630685,19.98299987926297,283.395776452337
2024-01-01 12:00:10+00:00,6,3,6028.0405790315535,19.98299987926297,301.6584404470249
2024-01-01 12:00:10+00:00,6,4,4723.100786573283,19.98299987926297,236.3559433073211
2024-01-01 12:00:10+00:00,6,5,6962.177115510076,19.98299987926297,348.4050021305841
2024-01-01 12:00:10+00:00,6,6,4482.457162724938,19.98299987926297,224.3135259874837
2024-01-01 12:00:10+00:00,6,7,2252.730067191776,19.98299987926297,112.73232651767714
2024-01-01 12:00:10+00:00,6,8,5239.438680144907,19.98299987926297,262.19480117107184
2024-01-01 12:00:10+00:00,6,9,3816.186304810983,19.98299987926297,190.97164228936256
2024-01-01 12:00:10+00:00,7,0,2326.6037420396265,19.98299987926297,116.42915258454369
2024-01-01 12:00:10+00:00,7,1,207.14281143344994,19.98299987926297,10.36595169318942
2024-01-01 12:00:10+00:00,7,2,372.07243790518817,19.98299987926297,18.619448538920338
2024-01-01 12:00:10+00:00,7,3,1265.7363728100663,19.98299987926297,63.340658582676745
2024-01-01 12:00:10+00:00,7,4,148.97513100319188,19.98299987926297,7.455093424575775
2024-01-01 12:00:10+00:00,7,5,145.62591977510067,19.98299987926297,7.287490399588181
2024-01-01 12:00:10+00:00,7,6,224.92948013587954,19.98299987926297,11.256041710198698
2024-01-01 12:00:10+00:00,7,7,7.278491542855052,19.98299987926297,0.3642341783932145
